,dialogue_id,utterance_id,caption
1225,115,5,A man and a woman standing in front of a wall.
1226,112,9,A woman standing next to a man in a room.
1227,208,5,A man and woman standing next to each other.
1228,187,1,A woman sitting at a table with a laptop.
1229,160,10,A man standing in front of a computer monitor.
1230,98,8,A woman in a dress is talking on a phone.
1231,234,5,Two men standing next to each other in front of a building.
1232,53,0,A woman is sitting at a table with a laptop.
1233,199,10,Two women are playing a video game together.
1234,65,4,A man and a woman standing in a kitchen.
1235,253,12,A group of men standing next to each other.
1236,130,3,A man and woman sitting at a table with a box of cookies.
1237,214,0,A man sitting in a chair looking at his phone.
1238,42,8,A man in a black shirt and a woman in a white shirt.
1239,31,0,A woman is standing in front of a wall with a knife.
1240,100,4,A baby sitting on a bed with a stuffed animal.
1241,229,5,A woman in a dress is playing a video game.
1242,211,4,A man and woman standing next to each other.
1243,195,8,A man standing next to a woman in a room.
1244,174,17,A man in a blue shirt is standing next to a woman.
1245,95,1,A group of people standing around a room.
1246,249,3,A man in a suit and tie standing in front of a wall.
1247,110,0,A woman is standing in a room with a remote control.
1248,166,8,Two men standing next to each other in a room.
1249,254,7,A man holding a Nintendo Wii game controller.
1250,49,1,A man and woman standing next to each other.
1251,109,3,A man in a suit and tie is taking a picture.
1252,9,5,A group of people standing around a living room.
1253,150,1,A woman and a man are standing in a room.
1254,86,0,A man and a woman standing next to each other.
1255,168,14,A woman in a black jacket standing in front of a computer.
1256,43,0,A man and woman standing next to each other.
1257,58,11,A woman in a blue dress sitting on a chair.
1258,90,3,A man in a black shirt and a black tie.
1259,204,5,A woman in a blue shirt holding a book.
1260,166,1,A man standing in front of a blue wall.
1261,1,4,A man sitting in bed with a dog.
1262,133,6,A woman standing next to a bed with a cake on it.
1263,240,5,A woman standing next to a man on a couch.
1264,14,2,A man and woman standing next to each other.
1265,114,2,A man and a woman sitting on a couch.
1266,266,2,A man and woman standing next to each other.
1267,258,4,A group of people sitting around a table.
1268,241,12,A woman is holding a Nintendo Wii game controller.
1269,16,3,Two men in a kitchen with a blue wall.
1270,208,7,A woman in a blue dress sitting on a bed.
1271,196,3,A man sitting at a table with a computer.
1272,178,6,A man holding a baby and a bottle of water.
1273,73,10,Two men standing next to each other in a forest.
1274,154,18,A man and woman are sitting on a couch.
1275,193,0,A group of people sitting around a table.
1276,260,2,A woman in a black dress holding a cell phone.
1277,229,9,A woman in a pink dress holding a pink purse.
1278,187,7,A woman standing in a room with a laptop.
1279,219,1,A woman in a blue shirt and blue shorts standing next to a man in a purple shirt.
1280,196,12,A man and woman standing next to each other.
1281,115,4,Two men standing in a room with a door open.
1282,117,2,A man in a suit standing next to a woman in a room.
1283,12,4,A man standing in front of a refrigerator.
1284,197,0,A group of people sitting around a table.
1285,98,11,A woman and a man standing next to each other.
1286,192,2,A man and a woman are standing in a store.
1287,270,14,A man and woman standing next to each other in a room.
1288,262,0,A group of people standing around a table.
1289,154,4,A man sitting on a chair with a flower in his lap.
1290,233,10,A woman in a blue dress standing next to a man.
1291,154,19,A man and woman sitting on a couch.
1292,147,7,A group of people standing around a room.
1293,182,8,A man in a hat and hat holding a candle.
1294,144,6,A man and woman standing next to each other.
1295,275,1,A group of men standing next to each other.
1296,58,16,A woman in a blue dress standing in a kitchen.
1297,153,10,A man holding a skateboard in his hands.
1298,175,5,A woman standing next to a man in a room.
1299,102,1,Two women standing next to each other in a parking lot.
1300,132,5,A woman holding a cell phone in her hand.
1301,252,0,A woman wearing a purple shirt and a blue tie.
1302,49,4,A man holding a remote control in his hand.
1303,192,11,A woman is smiling while holding a box of ice cream.
1304,228,10,A woman is standing in front of a Christmas tree.
1305,126,6,A man and woman are playing a video game.
1306,75,2,A group of people standing around a living room.
1307,180,9,A man in a suit and tie standing next to a crowd.
1308,239,11,A man and a woman standing next to each other.
1309,275,2,A man and a woman standing in a kitchen.
1310,266,7,A man standing in front of a television holding a Wii controller.
1311,119,2,A woman in a dress holding a glass of wine.
1312,168,15,A woman in a uniform is standing in front of a wall.
1313,88,0,A man standing in front of a blue wall with a blue box.
1314,201,11,A woman standing in a room with luggage.
1315,270,9,A woman sitting in front of a television in a room.
1316,156,12,Two men standing next to each other in front of a window.
1317,125,13,A man in a gray shirt and a gray tie standing in front of a mirror.
1318,28,5,A woman is standing in a hallway holding a pink umbrella.
1319,230,1,A woman sitting on a couch with a cake.
1320,57,4,A woman sitting at a desk with a book.
1321,58,9,A man standing in front of a store shelf.
1322,68,7,A woman sitting on a couch with a man eating a cake.
1323,5,5,A man and woman sitting on a couch with a laptop.
1324,128,4,A man in a red shirt holding a cell phone.
1325,279,0,A woman is playing a video game in a living room.
1326,208,1,A woman standing next to a man in a room.
1327,194,0,A group of people sitting on a couch playing a video game.
1328,150,5,Two men standing next to each other in front of a store.
1329,120,12,A man standing in front of a wall with a green shirt.
1330,193,3,A man in a suit and tie standing in front of a projector screen.
1331,34,7,A woman sitting on a couch with a man in a chair.
1332,112,5,A woman in a black dress standing next to a woman in a white dress.
1333,128,8,A man and woman standing next to each other.
1334,90,2,A woman sitting on a chair with a man in a blue shirt.
1335,231,12,Two men standing next to each other in front of a window.
1336,180,0,A man and woman are standing in front of a television.
1337,73,0,A man in a red shirt and black shorts playing a game of frisbee.
1338,189,0,A large cathedral with a clock on the front of it.
1339,25,16,A man in a suit and tie standing in a room.
1340,153,0,A man and a woman sitting on a couch.
1341,173,18,A man sitting on a couch with a piece of paper.
1342,102,9,Two women standing next to each other in front of a window.
1343,88,3,A group of people sitting on a couch in a room.
1344,18,0,A woman and a man sitting at a table.
1345,140,16,A man and a woman standing in a kitchen.
1346,174,3,A woman standing next to a table with a tablecloth.
1347,249,2,A man in a suit and tie standing in front of a wall.
1348,196,5,A man standing in a room with a camera.
1349,17,1,A group of people sitting around a table.
1350,80,0,Two women standing next to each other in a room.
1351,28,3,Two women are playing a video game together.
1352,267,8,A man standing in a room with a group of people.
1353,174,1,A man in a black shirt and tie standing in front of shelves.
1354,133,10,A man laying on a bed with a woman.
1355,113,6,A woman standing next to a man in a kitchen.
1356,105,0,A dog is standing in a living room with a chair.
1357,175,12,A woman standing next to a man holding a Wii controller.
1358,184,1,A woman in a blue dress and a woman in a purple dress.
1359,11,0,A man standing in a doorway looking at a light.
1360,140,13,A man standing in a room with a computer.
1361,107,8,A woman and a man are sitting on a couch.
1362,253,0,Two men standing in a room with a man holding a camera.
1363,169,15,A woman standing next to a man in a room.
1364,132,12,A man and a woman standing next to each other.
1365,239,2,A man standing next to a man in a room.
1366,250,6,A woman sitting on a couch with a blue chair.
1367,263,2,A group of people sitting on a bench in a restaurant.
1368,175,13,A woman standing next to a man in a room.
1369,175,10,A woman standing next to a man in a room.
1370,72,14,A woman in a dress standing next to a door.
1371,168,9,Two men standing next to each other in a room.
1372,215,10,A woman in a black dress is standing in front of a crowd.
1373,217,3,A woman sitting on a bed with a cat.
1374,166,7,Two men standing next to each other in a room.
1375,215,3,A woman in a black dress is talking on a cell phone.
1376,88,9,A group of people sitting on a table with a book.
1377,208,10,A man and woman are standing in a room.
1378,152,4,A woman sitting on a couch with flowers in her hands.
1379,33,10,Two women sitting on a couch with a book.
1380,174,11,A man in a blue shirt and black pants talking on a cell phone.
1381,201,4,A man standing next to a woman in a room.
1382,10,1,A man sitting in a chair with a cell phone.
1383,67,1,A man and woman standing in front of a sign.
1384,30,4,A woman and a man standing in front of a bar.
1385,25,11,A man in a suit and tie standing next to a shelf.
1386,196,13,A man in a black shirt is holding a remote control.
1387,217,1,A woman sitting on a bed with a man.
1388,174,15,A group of people standing around each other.
1389,37,5,A man and a woman standing in a living room.
1390,188,5,A man in a blue shirt and tie standing in front of a car.
1391,192,10,A woman in a pink shirt and blue jeans is standing in a kitchen.
1392,164,4,A man sitting on a couch with a remote control.
1393,178,3,A man holding a baby and holding a stuffed animal.
1394,16,5,Two men in suits are looking at a paper.
1395,191,2,A woman sitting on a couch with a man reading a book.
1396,22,5,A man and a woman standing next to each other.
1397,215,0,Two women standing next to each other in front of a store.
1398,147,3,A group of people standing around in a room.
1399,2,3,A person is laying in a hospital bed.
1400,71,5,Two men sitting at a table with a cup of coffee.
1401,250,3,Two women sitting on a couch with a cup of coffee.
1402,129,3,A group of people standing around in a room.
1403,244,14,A woman standing in a kitchen holding a bag of luggage.
1404,17,12,A woman in a suit and tie standing next to a man in a suit and tie.
1405,25,0,Two women are looking at a cell phone.
1406,140,1,A man standing in a kitchen next to a woman.
1407,99,5,A man and woman are in a bathroom with a picture of a man and a woman.
1408,132,19,A woman in a kitchen with a computer monitor.
1409,133,2,A woman is holding a cat in her hand.
1410,261,5,A man sitting on a chair holding a remote.
1411,93,8,Two men standing next to each other in a room.
1412,146,0,A woman standing in a living room with a laptop.
1413,231,5,A man in a suit and tie standing in a kitchen.
1414,80,2,A man standing in front of a green wall.
1415,95,2,A woman in a dress standing next to a man.
1416,80,4,A woman standing next to a woman in a room.
1417,174,4,A group of people standing around a table with a laptop.
1418,108,0,A woman sitting on a bench next to a doll house.
1419,208,12,A man standing in front of a wall with a light on.
1420,135,4,A man in a suit and tie standing next to a man in a suit and tie.
1421,92,2,A woman in a blue shirt talking on a cell phone.
1422,145,8,Two men in suits are standing together in a room.
1423,100,0,A woman sitting on a chair with a baby.
1424,64,16,A man sitting at a table with a cell phone.
1425,188,8,A group of young men standing next to each other.
1426,241,7,A man standing next to a table with a cake.
1427,112,11,A woman in a dress standing next to a wall.
1428,117,3,A man and a woman standing next to each other.
1429,88,8,A group of people sitting on a couch holding a book.
1430,169,4,A group of women sitting around a table.
1431,174,12,A woman in a black shirt and black pants is talking on a cell phone.
1432,262,2,A group of people standing around a table.
1433,153,2,A man sitting on a couch with a woman sitting on a couch.
1434,168,10,A woman in a black dress standing in front of a wall.
1435,159,1,A man in a blue shirt and a purple tie.
1436,113,11,A man standing in front of a door with a blue shirt.
1437,58,15,A woman in a blue dress holding a Nintendo Wii controller.
1438,50,1,Two men standing next to each other in front of books.
1439,162,4,A man in a white shirt and black shorts standing in front of a wall.
1440,41,5,A woman and a man are standing in a room.
1441,233,0,A woman in a pink dress standing next to a woman in a blue dress.
1442,43,2,A man and woman standing next to each other.
1443,154,12,A man and woman are sitting on a couch.
1444,112,14,A man and woman standing next to each other.
1445,191,4,A group of people sitting around a table.
1446,279,9,A woman and a man are standing next to each other.
1447,201,0,A man and woman standing in front of a display of jewelry.
1448,93,15,A man standing next to a man in a room.
1449,28,6,A woman is standing in a room with a blue umbrella.
1450,275,3,A woman standing in front of a kitchen counter.
1451,74,4,A woman in a blue shirt and a black tie.
1452,165,1,A woman standing in a kitchen with a box of food.
1453,132,2,A group of people standing around a room.
1454,22,12,A man and a woman standing next to each other.
1455,232,3,A woman sitting at a table with a cup of coffee.
1456,130,1,A woman sitting at a table with a cake.
1457,130,8,Two women are sitting at a table with laptops.
1458,9,11,Two women sitting on a couch with their legs crossed.
1459,17,5,A couple of people sitting on a bed.
1460,52,6,Two men sitting in a room with a computer.
1461,247,4,A man and woman standing next to each other.
1462,173,8,A woman standing in front of a building with a plant in her hand.
1463,2,1,A woman is sitting on a couch in a room.
1464,132,4,A group of people standing around a table holding Nintendo Wii game controllers.
1465,32,3,Two women in a kitchen with a refrigerator.
1466,229,6,A man and woman standing next to each other.
1467,241,3,A man sitting on a couch with a laptop.
1468,96,17,A man in a black shirt and tie standing in a kitchen.
1469,202,4,A man in a black shirt and black pants standing in front of a refrigerator.
1470,183,2,A woman in a blue dress is sitting on a bed.
1471,49,9,A man standing in a kitchen next to a stove.
1472,149,1,A woman sitting on a couch with a cat.
1473,174,2,A woman is holding a piece of paper while standing next to a man.
1474,46,0,A woman standing next to a man in a room.
1475,178,4,A man holding a baby and a stuffed animal.
1476,4,5,A picture of a store with a cat on the wall.
1477,13,6,A woman sitting on a chair with a man sitting on a chair.
1478,83,10,A group of people sitting around a table.
1479,51,0,A woman is sitting in a kitchen with a microwave.
1480,110,8,A man in a suit and tie standing next to a woman.
1481,124,13,A man and a woman standing next to each other.
1482,132,0,A man and woman standing in a living room.
1483,64,2,A man sitting on a bench next to a woman.
1484,112,19,A group of people standing around a room.
1485,99,2,A man in a bathrobe is holding a baby in a bathtub.
1486,199,12,A woman sitting on a couch with a blue chair.
1487,163,7,A man and woman sitting on a couch.
1488,237,4,A group of women sitting at a table with a laptop.
1489,239,0,Two men standing in a room with a refrigerator.
1490,199,5,A woman in a dress standing next to a statue of a woman.
1491,161,11,A man and woman standing next to each other.
1492,213,2,Two men sitting on a couch with their hands on their lap tops.
1493,173,11,A woman standing in front of a wall with a camera.
1494,167,5,Two women are standing next to each other.
1495,175,8,A woman standing next to a man in a store.
1496,48,3,A person standing in front of a door with a door open.
1497,258,5,A group of people sitting around a table.
1498,225,2,A man in a suit holding a stuffed animal.
1499,34,6,A woman sitting on a couch with a pink hair.
1500,92,1,A woman in a green shirt talking on a cell phone.
1501,222,6,Two women standing in a kitchen with a bowl of food.
1502,240,14,A man and woman standing in a living room.
1503,72,4,A woman and a man in hospital beds.
1504,101,2,A woman holding a bat in front of a shelf.
1505,226,3,Two women sitting on a couch with a remote.
1506,43,4,A man and a woman are looking at a cell phone.
1507,254,3,A man standing in front of a door with a sign.
1508,144,12,A man and a woman standing next to each other.
1509,37,6,A man in a suit and tie standing next to a wall.
1510,162,3,A man in a white shirt and black shorts standing next to a wall.
1511,49,2,A woman standing next to a man in a kitchen.
1512,266,0,A man and woman standing next to each other.
1513,228,11,A woman in a green dress standing next to a cake.
1514,191,0,A group of people sitting around a table.
1515,103,1,A man sitting on a chair holding a box of kites.
1516,206,2,A man and woman sitting on a couch with a teddy bear.
1517,116,2,A woman in a bed with a blanket and a pillow.
1518,127,5,A man standing in front of a window looking at something.
1519,65,6,A man standing in a living room next to a dog.
1520,98,4,A man and woman standing in a kitchen.
1521,120,0,A man and woman are sitting at a table.
1522,96,0,A man and a woman are standing in a room.
1523,222,10,A woman in a dress standing next to a man in a room.
1524,240,7,A man and woman are standing in a living room.
1525,188,7,A man wearing a tie and a baseball cap.
1526,199,11,A woman in a dress standing next to a laptop.
1527,36,0,A woman standing in front of a wall with a clock.
1528,76,13,Two men standing next to each other in front of a wall.
1529,71,4,Two men sitting at a table with a cup of coffee.
1530,27,1,Two men are standing in a kitchen while one of them holds a paper.
1531,166,10,Two men standing next to each other in a room.
1532,246,9,Two men sitting at a table with a cake.
1533,240,4,A man standing in a living room next to a couch.
1534,47,5,A man in a red shirt is holding a box.
1535,173,0,A man and a woman are playing a video game.
1536,246,4,A man and woman sitting at a table with a laptop.
1537,2,10,A person is sitting on a bed with a blanket.
1538,167,8,Two women are dressed up as zombies and one is wearing a mask.
1539,268,0,A woman sitting on a chair in front of a laptop computer.
1540,8,1,A man in a suit holding a cell phone.
1541,3,2,Two people standing next to each other in a room.
1542,161,3,A man in a black shirt is playing a video game.
1543,191,6,A woman sitting on a couch with a man.
1544,4,8,A man standing in front of a wall with a remote.
1545,108,5,A toy elephant is sitting in a blue chair.
1546,206,0,A group of people sitting around a table.
1547,205,6,A group of men standing in front of a window.
1548,96,7,A woman standing next to a man in a kitchen.
1549,112,2,A woman standing next to a man in a doorway.
1550,155,1,A woman in a black shirt is looking at a computer.
1551,246,10,A man sitting at a table with a woman in a suit.
1552,17,22,A woman standing in a kitchen next to a table.
1553,208,9,A woman in a blue shirt and blue pants is holding a remote.
1554,69,4,A man in a red jacket is standing in front of a building.
1555,213,4,A man sitting on a chair with a tie on.
1556,28,12,A man in a black jacket looking at his cell phone.
1557,83,2,A man and woman are drinking wine in a bar.
1558,100,13,A woman is standing in a room with a table and chairs.
1559,176,0,A group of people standing around a table with food.
1560,120,16,A man standing in front of a store with a green shirt.
1561,5,4,A man and woman playing a video game.
1562,223,3,A man in a suit standing in front of a door.
1563,48,0,A room with a lot of pillows and pillows on the floor.
1564,250,1,A woman sitting on a couch with a man in a blue shirt.
1565,270,8,A man in a black shirt and tie standing in front of a bookcase.
1566,198,2,Two men standing in a room with a wall in the background.
1567,210,8,A man and a woman standing in front of a television.
1568,92,0,A woman in a green shirt and black pants holding a cellphone.
1569,70,0,A man and woman sitting on a couch with a laptop.
1570,154,20,A man and woman are sitting on a couch.
1571,175,6,A woman standing next to a man in a room.
1572,72,7,A woman in a hospital bed with a blue sheet.
1573,137,8,Two men standing next to each other in front of a wall.
1574,97,10,A group of people standing around a room with stuffed animals.
1575,153,6,A man standing in front of a wall holding a Nintendo Wii controller.
1576,224,3,A person laying in bed with a pillow.
1577,54,4,A man and woman sitting at a table with a cake.
1578,187,5,A woman sitting at a table with a cake.
1579,145,9,A man standing in front of a table with a computer.
1580,244,13,A man in a suit and tie standing next to a wall.
1581,169,1,A woman in a dress and a man in a dress.
1582,134,1,Two men standing in a kitchen with a blender.
1583,230,3,A man standing next to a woman in a living room.
1584,17,10,A man sitting on a couch with a woman sitting on a couch.
1585,140,10,Two men standing in a kitchen with a Wii controller.
1586,196,16,A man and woman standing at a table with a cake.
1587,244,15,A man and woman sitting on a couch holding a stuffed animal.
1588,73,1,A group of men standing next to each other holding a frisbee.
1589,34,16,A woman sitting on a couch with a man in a chair.
1590,220,1,Two men sitting on a couch with a book.
1591,118,0,A man and a woman sitting at a table.
1592,160,5,A woman sitting on a chair in a room.
1593,196,4,A group of people sitting around a table.
1594,166,4,Two men standing next to each other in a room.
1595,17,19,A woman standing in front of a window with a vase.
1596,52,7,Two men sitting in a room with a blue chair.
1597,244,12,A man in a tie is looking at his phone.
1598,127,4,Two women in costumes standing next to each other.
1599,184,2,A woman in a blue dress and a woman in a purple dress.
1600,86,2,A woman in a blue dress standing in front of a table.
1601,104,0,A man sitting in a hospital bed with a pacifier.
1602,5,1,A man standing in a living room holding a remote.
1603,279,1,Two women sitting on a couch playing a video game.
1604,279,8,Two women are standing next to each other.
1605,112,17,A man and woman standing next to each other.
1606,124,7,A group of people standing around a room.
1607,180,6,A man and woman are playing a video game.
1608,154,9,A man and woman are reading a book together.
1609,171,0,A man and woman playing a video game together.
1610,12,2,A man standing in a room with a computer.
1611,155,2,A woman standing in a kitchen next to a table.
1612,130,6,A woman and a man are looking at a paper.
1613,67,2,A man and woman are standing in front of a laptop.
1614,160,12,Two men standing in a kitchen with a refrigerator.
1615,204,9,A woman reading a book while holding a book.
1616,88,6,A man and a woman playing a video game.
1617,42,3,A woman sitting on a chair with a man sitting on a chair.
1618,272,5,A group of people standing next to each other.
1619,217,8,A young man is laying on a bed with a phone.
1620,240,15,A woman and a man are standing in a living room.
1621,29,11,A man standing next to a woman in a kitchen.
1622,237,11,A man in a suit and tie holding a plate of food.
1623,123,6,A woman in a blue dress standing next to a blue wall.
1624,65,3,Two men standing in a kitchen with a book.
1625,85,4,A man sitting on a rug with a skateboard.
1626,64,6,A man standing in front of a table with a table cloth.
1627,9,0,A group of photos of a man wearing a hat.
1628,271,2,A woman standing in a kitchen with a lit candle.
1629,28,11,A girl is standing in a hallway holding a Nintendo Wii controller.
1630,20,2,A woman standing in a room holding a purse.
1631,246,6,Two men sitting at a table with a cake.
1632,250,4,Two women sitting on a couch with a cup of coffee.
1633,110,1,A man in a suit and tie standing next to a woman.
1634,262,16,A man standing in front of a counter with a table.
1635,66,0,A plane is flying over a city at night.
1636,95,14,A man standing next to a woman holding a Nintendo Wii controller.
1637,102,5,A group of people standing in front of a store window.
1638,126,7,A man and a woman are standing in front of a tv.
1639,154,3,A woman sitting on a couch with a book.
1640,72,3,A woman in a hospital room with a blue hospital gown.
1641,15,0,A man sitting on a chair in a restaurant.
1642,244,21,A man and a woman standing in a store.
1643,2,6,A man in a white shirt and black shorts sitting on a white couch.
1644,179,1,A statue of a woman in a costume.
1645,160,0,Two men standing in a kitchen next to each other.
1646,113,9,A man standing in front of a door holding a Nintendo Wii controller.
1647,77,2,Two men standing next to each other on a bench.
1648,278,2,A woman sitting on a couch in a living room.
1649,251,3,A woman sitting on a couch with a phone in her hand.
1650,99,6,A man in a white shirt is standing in front of a white sink.
1651,22,19,A man and a woman are talking on a cell phone.
1652,73,3,A group of people standing around a frisbee.
1653,95,18,A group of people standing around a table.
1654,252,14,A man sitting in a chair eating a piece of pizza.
1655,115,3,Two men standing next to each other in a room.
1656,83,9,A man is holding a glass of wine.
1657,78,9,A woman holding a Nintendo Wii game controller.
1658,125,12,A man is standing in front of a mirror.
1659,106,3,A man in a black shirt and tie is talking on a cell phone.
1660,233,11,A woman standing in a kitchen with a blender.
1661,189,9,Two men are talking on a cell phone.
1662,223,6,A woman in a black dress playing a guitar.
1663,188,0,A couple of people standing outside of a building.
1664,263,9,A man in a suit and tie standing in front of a fireplace.
1665,28,8,A woman is holding a Nintendo Wii game controller.
1666,119,6,A man and a woman standing next to each other.
1667,155,5,A man standing in a kitchen next to a table.
1668,168,18,A group of men standing next to each other.
1669,242,3,A man in a suit standing in front of a store.
1670,151,3,A man and a woman standing next to each other.
1671,246,8,Two people sitting at a table with a cake.
1672,234,3,Two men standing next to each other in front of a building.
1673,2,4,A person is laying in a hospital bed.
1674,39,10,A woman in a dress and a man in a dress.
1675,117,5,Two men standing in a room with a clock.
1676,144,11,A man and woman standing next to each other.
1677,132,3,A woman standing in a room with a cell phone.
1678,279,10,Two women standing next to each other in front of a wall.
1679,14,3,A woman is standing in front of a picture of a man.
1680,270,0,A woman standing next to a door with a painting on it.
1681,217,0,A woman laying on a bed with a phone.
1682,95,19,Two women standing next to each other in a room.
1683,12,0,A man standing in a room holding a remote.
1684,95,3,A woman and a man standing next to each other.
1685,96,18,A woman in a black shirt and a black teddy bear.
1686,271,0,A woman is sitting at a counter with a laptop.
1687,94,2,Two men standing next to each other in a room.
1688,278,3,A woman sitting on a couch in a living room.
1689,6,0,A man is standing in a living room with a couch and a table.
1690,173,17,A woman standing next to a child on a stage.
1691,239,4,A man and a woman standing in front of a mirror.
1692,125,19,A woman standing in a room with a chair and a painting.
1693,266,12,A man standing in front of a wall with a green plant in his hand.
1694,170,2,A man and woman standing next to each other.
1695,17,15,A man and a woman standing next to each other.
1696,183,4,A man sitting in a chair with a woman in a room.
1697,44,3,A picture of a man in a suit and tie.
1698,5,7,A woman sitting on a chair with a book.
1699,47,4,A man and a woman standing in a kitchen.
1700,212,0,A man in a suit and tie is standing in a room.
1701,114,0,A woman in a dress standing in front of a laptop.
1702,146,2,A man holding a book and a box.
1703,5,6,A woman sitting on a chair with a book.
1704,228,12,A man and a woman sitting on a couch.
1705,162,1,A man standing in front of a wall with a computer.
1706,240,0,A man sitting at a table in front of a sign.
1707,118,10,A woman sitting at a table with a cup of coffee.
1708,72,16,A woman in a dress and a man in a dress.
1709,34,18,A woman sitting on a couch with a book and a child.
1710,237,2,A woman and a man are standing in a kitchen.
1711,48,5,Two men standing in a kitchen with a refrigerator.
1712,205,0,A man standing in a room with a microphone.
1713,28,13,A woman is holding a video game controller.
1714,33,8,A woman holding a Nintendo Wii game controller.
1715,175,16,A man standing in front of a mirror.
1716,20,6,A woman standing next to a man in a room.
1717,49,12,A man and a woman standing next to each other.
1718,96,11,A woman standing next to a refrigerator in a kitchen.
1719,244,10,A man and woman sitting on a couch holding a cell phone.
1720,85,0,A man with a black shirt and a blue shirt laying on a couch.
1721,34,3,Two women sitting on a couch with their legs crossed.
1722,239,7,A man and a woman standing next to each other.
1723,108,6,A doll is sitting in a bed with a woman.
1724,253,5,A man in a suit and tie standing next to another man.
1725,212,5,A man in a suit and tie standing next to a woman.
1726,234,12,A group of people sitting on a bench in a room.
1727,252,12,A group of people sitting around a table.
1728,152,2,A woman and a man sitting on a couch.
1729,135,1,A woman in a black dress is looking at a computer.
1730,183,6,A man is sitting in a chair with a woman.
1731,139,6,A woman with a blue hair and a purple tie.
1732,262,1,A group of people standing around a table.
1733,41,9,A woman in a dress and a man in a suit are standing in a room.
1734,115,2,Two men standing next to each other on a balcony.
1735,58,3,A woman in a blue dress is cutting a cake.
1736,120,8,A man in green shirt and green pants standing in front of a living room.
1737,70,12,A man standing next to a man in a room.
1738,239,9,A man in a black shirt and sunglasses holding a black and white picture.
1739,185,0,A man is holding a banana while another man watches.
1740,45,0,A woman in a blue dress standing in front of a window.
1741,254,1,A green door with a green wall and a green door.
1742,198,0,A group of people standing around a table with a bunch of different colored doughnuts.
1743,154,14,A man and a woman are sitting on a bench.
1744,213,0,A man sitting on a couch with a man in a suit.
1745,21,5,A man standing in front of a wall with a shirt and tie.
1746,52,9,A man in a blue shirt and a blue vest sitting on a blue couch.
1747,154,2,A man is sitting on a bench with a microphone.
1748,119,3,A woman in a dress holding a glass of wine.
1749,265,0,A man and woman are posing for a picture.
1750,70,6,A woman sitting on a couch with a blue chair.
1751,66,1,A woman is reading a newspaper while sitting on a train.
1752,0,0,A woman and a man standing in a kitchen.
1753,93,13,Two men are standing next to each other.
1754,173,9,A man sitting on a couch holding a stuffed animal.
1755,122,4,A man and woman standing next to each other.
1756,42,0,A man standing in front of a table with a dog.
1757,187,2,A woman sitting at a table with a cell phone.
1758,120,2,A woman and a man are at a table.
1759,17,20,A man and a woman standing next to each other.
1760,244,17,A woman in a kitchen with a basket of food.
1761,234,11,A woman sitting at a table with a stuffed animal.
1762,7,8,"A man sitting on a bench with a sign that says ""Don't Stop Drinking""."
1763,234,9,A person sitting on a couch with a laptop.
1764,222,5,A woman in a dress standing in front of a table.
1765,255,2,A woman sitting on a couch with a plate of food.
1766,99,4,A man is sitting in a bathtub with a cartoon character.
1767,110,4,A man in a suit and tie standing next to a woman.
1768,12,8,A man sitting at a table with a laptop.
1769,275,0,A woman in a dress standing in front of a counter.
1770,204,0,A woman reading a book while sitting on a couch.
1771,198,5,A man standing in front of a wall with a picture of a man.
1772,76,9,Two men standing next to each other in front of a wall.
1773,169,22,A woman standing next to a man in a room.
1774,264,2,Two men standing in a kitchen with a green refrigerator.
1775,252,4,A man is sitting in front of a wall holding a game controller.
1776,116,11,A man and a woman are in bed together.
1777,212,4,A man and a woman standing next to each other.
1778,30,3,A woman sitting on a chair next to a man.
1779,34,12,A woman sitting on a couch with a woman sitting on a chair.
1780,188,2,Two men standing next to each other in front of a brick wall.
1781,261,8,A man standing in a kitchen with a refrigerator.
1782,240,6,A man standing in a living room holding a Wii controller.
1783,145,12,A man is looking at his phone while he works.
1784,165,4,A man and woman are standing in front of a table.
1785,107,9,A man and woman are sitting on a couch.
1786,49,7,A woman wearing a tie and a blue shirt.
1787,64,1,Two men sitting on a couch playing a video game.
1788,181,5,A man and woman holding a surfboard in front of a store.
1789,175,11,A woman standing next to a man in a room.
1790,259,1,Two men sitting on a couch playing a video game.
1791,99,8,A man and a woman are standing in front of a white sink.
1792,125,6,A woman sitting on a chair with a cell phone.
1793,32,10,Two women in a room with a refrigerator.
1794,164,6,Two men sitting on a couch with a Nintendo Wii controller.
1795,71,6,Two men sitting at a table with a cup of coffee.
1796,140,3,A man in a kitchen with a toothbrush in his mouth.
1797,184,11,A woman sitting on a couch with a woman in a blue dress.
1798,215,5,A woman and a man are standing in front of a building.
1799,22,18,A man and a woman standing in front of a store.
1800,227,1,A woman sitting on a couch with a child.
1801,195,0,A man standing in a living room next to a painting.
1802,232,5,A woman in a blue shirt sitting on a chair.
1803,198,12,Two men standing in a kitchen looking at something.
1804,126,13,A woman standing in a living room with a child.
1805,76,3,A group of people standing around a living room.
1806,270,12,A man in a suit and tie standing in front of a display of various items.
1807,118,1,A man sitting at a table with a woman.
1808,234,1,Two men are standing in front of a building.
1809,203,12,A woman sitting on a bench with a plant in her hand.
1810,93,12,Two men are standing next to each other.
1811,174,13,A man in a black shirt and a white vest talking on a cell phone.
1812,127,1,A man standing in front of a window looking at something.
1813,167,4,A man in a suit and tie standing in front of a wall.
1814,203,9,Two women are standing outside of a window.
1815,253,2,Two men standing in a room with a wall of pictures.
1816,232,0,A group of people sitting on a couch with a laptop.
